ensg	obs_lof	exp_lof	shet	post_lower_95	post_upper_95	GENE	shet_BIN_raw	shet_BIN
ENSG00000137502	1	12.542	0.07119154	0.02827405	0.14217004	RAB30	(0.0414,0.0822]	8
ENSG00000130675	1	9.4892	0.07122444	0.00413905	0.21312303	MNX1	(0.0414,0.0822]	8
ENSG00000111110	4	22.766	0.0712474	0.02891605	0.13835804	PPM1H	(0.0414,0.0822]	8
ENSG00000076003	7	42.604	0.07125628	0.03795205	0.12004004	MCM6	(0.0414,0.0822]	8
ENSG00000162951	3	15.804	0.07129362	0.02465805	0.15116503	LRRTM1	(0.0414,0.0822]	8
ENSG00000180573	0	2.8389	0.07138833	0.00021805	0.33546502	H2AC6	(0.0414,0.0822]	8
ENSG00000116016	8	37.866	0.07139037	0.03770605	0.12259204	EPAS1	(0.0414,0.0822]	8
ENSG00000143549	7	19.04	0.07140334	0.03180905	0.13486004	TPM3	(0.0414,0.0822]	8
ENSG00000133401	19	100.8	0.07143757	0.04769705	0.10190204	PDZD2	(0.0414,0.0822]	8
ENSG00000145901	8	36.564	0.07154084	0.03018205	0.14419904	TNIP1	(0.0414,0.0822]	8
ENSG00000135446	5	16.384	0.07156001	0.03053305	0.13801804	CDK4	(0.0414,0.0822]	8
ENSG00000151458	9	51.533	0.07157526	0.04158305	0.11459704	ANKRD50	(0.0414,0.0822]	8
ENSG00000069424	5	27.3	0.07158657	0.02978005	0.14055104	KCNAB2	(0.0414,0.0822]	8
ENSG00000198626	50	253.38	0.07161869	0.05389804	0.09383104	RYR2	(0.0414,0.0822]	8
ENSG00000124795	5	18.533	0.07162304	0.02606105	0.14989004	DEK	(0.0414,0.0822]	8
ENSG00000154803	5	27.123	0.07169585	0.02594005	0.14495304	FLCN	(0.0414,0.0822]	8
ENSG00000143158	1	7.4876	0.07172669	0.00530405	0.21848603	MPC2	(0.0414,0.0822]	8
ENSG00000150712	6	43.025	0.07177735	0.03959905	0.11793504	MTMR12	(0.0414,0.0822]	8
ENSG00000110200	2	8.1194	0.07180996	0.01221405	0.19271603	ANAPC15	(0.0414,0.0822]	8
ENSG00000182700	0	0.86827	0.0718281	0.00020805	0.40109301	IGIP	(0.0414,0.0822]	8
ENSG00000122068	4	18.05	0.0718381	0.02429305	0.15622003	FYTTD1	(0.0414,0.0822]	8
ENSG00000105926	NA	NA	0.07184022	0.02351105	0.15885103	PALS2	(0.0414,0.0822]	8
ENSG00000143217	4	23.53	0.07189442	0.01900705	0.14968804	NECTIN4	(0.0414,0.0822]	8
ENSG00000159842	10	47.037	0.07206761	0.03963505	0.11953004	ABR	(0.0414,0.0822]	8
ENSG00000065000	11	61.524	0.07211489	0.03704505	0.12730304	AP3D1	(0.0414,0.0822]	8
ENSG00000213928	4	20.359	0.07213195	0.02533705	0.15143603	IRF9	(0.0414,0.0822]	8
ENSG00000044115	8	46.085	0.07214921	0.04059205	0.11798004	CTNNA1	(0.0414,0.0822]	8
ENSG00000161638	15	66.878	0.07216514	0.04264005	0.11282604	ITGA5	(0.0414,0.0822]	8
ENSG00000079785	7	46.31	0.07218359	0.03505205	0.12581004	DDX1	(0.0414,0.0822]	8
ENSG00000066629	8	51.632	0.07218418	0.04169105	0.11542804	EML1	(0.0414,0.0822]	8
ENSG00000105705	4	33.736	0.07219111	0.03389605	0.13154504	SUGP1	(0.0414,0.0822]	8
ENSG00000214022	6	21.972	0.07220189	0.02988405	0.14074004	REPIN1	(0.0414,0.0822]	8
ENSG00000010322	10	59.505	0.07221909	0.04287105	0.11301104	NISCH	(0.0414,0.0822]	8
ENSG00000106070	6	35.338	0.07227527	0.02608105	0.15692403	GRB10	(0.0414,0.0822]	8
ENSG00000145087	10	64.909	0.07227878	0.04369705	0.11278804	STXBP5L	(0.0414,0.0822]	8
ENSG00000118482	15	80.774	0.07235627	0.04486005	0.11111004	PHF3	(0.0414,0.0822]	8
ENSG00000015532	6	34.754	0.07237043	0.03391605	0.13300504	XYLT2	(0.0414,0.0822]	8
ENSG00000142875	5	21.957	0.0724048	0.03237805	0.13705704	PRKACB	(0.0414,0.0822]	8
ENSG00000147202	6	41.868	0.07246137	0.03374205	0.13551704	DIAPH2	(0.0414,0.0822]	8
ENSG00000186280	0	1.3372	0.0724776	0.00812105	0.22225703	KDM4D	(0.0414,0.0822]	8
ENSG00000137177	15	99.745	0.07250893	0.04826905	0.10414704	KIF13A	(0.0414,0.0822]	8
ENSG00000122786	6	45.96	0.07251678	0.04011405	0.11961904	CALD1	(0.0414,0.0822]	8
ENSG00000178607	8	49.185	0.07252141	0.04002405	0.11978104	ERN1	(0.0414,0.0822]	8
ENSG00000185112	2	9.404	0.07254075	0.00194905	0.30697202	FAM43A	(0.0414,0.0822]	8
ENSG00000204439	3	7.8782	0.07254823	0.00122705	0.32969602	C6orf47	(0.0414,0.0822]	8
ENSG00000188859	2	8.3066	0.07255251	0.01542905	0.18530803	FAM78B	(0.0414,0.0822]	8
ENSG00000196535	20	101.36	0.072553	0.04794005	0.10465104	MYO18A	(0.0414,0.0822]	8
ENSG00000132563	3	14.134	0.07259844	0.02561005	0.15299803	REEP2	(0.0414,0.0822]	8
ENSG00000107518	13	77.78	0.07262189	0.04624505	0.10812504	ATRNL1	(0.0414,0.0822]	8
ENSG00000100403	10	52.533	0.07264391	0.03877105	0.12526604	ZC3H7B	(0.0414,0.0822]	8
ENSG00000151320	14	86.459	0.07264643	0.04732405	0.10605804	AKAP6	(0.0414,0.0822]	8
ENSG00000189337	8	37.873	0.0726548	0.04070305	0.11824104	KAZN	(0.0414,0.0822]	8
ENSG00000170390	6	36.307	0.07274451	0.03749905	0.13002904	DCLK2	(0.0414,0.0822]	8
ENSG00000051180	6	18.385	0.07279046	0.02888805	0.14680004	RAD51	(0.0414,0.0822]	8
ENSG00000184838	3	8.3275	0.07281857	0.01931005	0.16896503	PRR16	(0.0414,0.0822]	8
ENSG00000143622	4	14.184	0.07282682	0.02682405	0.15145703	RIT1	(0.0414,0.0822]	8
ENSG00000074181	22	97.556	0.07286616	0.04760705	0.10627804	NOTCH3	(0.0414,0.0822]	8
ENSG00000170248	9	43.571	0.0729044	0.03887605	0.12302004	PDCD6IP	(0.0414,0.0822]	8
ENSG00000154654	10	42.422	0.0729847	0.04009805	0.12123704	NCAM2	(0.0414,0.0822]	8
ENSG00000074047	9	50.822	0.073002	0.03760905	0.12863704	GLI2	(0.0414,0.0822]	8
ENSG00000076928	11	53.247	0.07304256	0.04235905	0.11620504	ARHGEF1	(0.0414,0.0822]	8
ENSG00000170325	15	63.116	0.07304447	0.04462205	0.11256804	PRDM10	(0.0414,0.0822]	8
ENSG00000096063	15	38.638	0.0731197	0.02839705	0.13953404	SRPK1	(0.0414,0.0822]	8
ENSG00000065989	5	34.241	0.07313633	0.03721905	0.12797804	PDE4A	(0.0414,0.0822]	8
ENSG00000146648	15	66.249	0.07321568	0.04492005	0.11268704	EGFR	(0.0414,0.0822]	8
ENSG00000143164	14	56.978	0.07322811	0.03858505	0.12013804	DCAF6	(0.0414,0.0822]	8
ENSG00000095794	4	19.283	0.07333615	0.02081605	0.15364703	CREM	(0.0414,0.0822]	8
ENSG00000068654	16	94.84	0.07335264	0.03726605	0.11842104	POLR1A	(0.0414,0.0822]	8
ENSG00000185670	6	17.51	0.0733703	0.02850405	0.14868904	ZBTB3	(0.0414,0.0822]	8
ENSG00000126778	2	12.068	0.07337476	0.01194805	0.20477103	SIX1	(0.0414,0.0822]	8
ENSG00000184156	8	40.547	0.07340164	0.04240705	0.11710704	KCNQ3	(0.0414,0.0822]	8
ENSG00000116128	9	41.193	0.0735138	0.03050905	0.14862104	BCL9	(0.0414,0.0822]	8
ENSG00000078618	17	68.282	0.07352835	0.04268505	0.11730704	NRDC	(0.0414,0.0822]	8
ENSG00000127804	6	29.223	0.07353562	0.03635605	0.13063704	METTL16	(0.0414,0.0822]	8
ENSG00000177875	4	4.1268	0.07356528	0.00053305	0.37312601	CCDC184	(0.0414,0.0822]	8
ENSG00000152495	4	19.291	0.07361767	0.03138005	0.14188104	CAMK4	(0.0414,0.0822]	8
ENSG00000174953	14	62.984	0.07362438	0.04466405	0.11326804	DHX36	(0.0414,0.0822]	8
ENSG00000223953	0	5.9467	0.07363726	0.00246905	0.26226802	C1QTNF5	(0.0414,0.0822]	8
ENSG00000120685	6	30.42	0.07365341	0.02028405	0.14967804	PROSER1	(0.0414,0.0822]	8
ENSG00000172175	6	39.484	0.07368902	0.03879805	0.12672704	MALT1	(0.0414,0.0822]	8
ENSG00000155816	10	61.903	0.07371434	0.04312005	0.11641204	FMN2	(0.0414,0.0822]	8
ENSG00000182512	0	4.5272	0.07373015	0.00092405	0.28744302	GLRX5	(0.0414,0.0822]	8
ENSG00000100311	2	13.605	0.07374062	0.01711705	0.17413103	PDGFB	(0.0414,0.0822]	8
ENSG00000104904	3	10.734	0.07376796	0.01149505	0.19425003	OAZ1	(0.0414,0.0822]	8
ENSG00000129173	7	36.431	0.07382815	0.03864105	0.12655604	E2F8	(0.0414,0.0822]	8
ENSG00000085733	10	39.431	0.07390736	0.03617705	0.13159504	CTTN	(0.0414,0.0822]	8
ENSG00000144290	14	58.293	0.07392841	0.04330605	0.11731404	SLC4A10	(0.0414,0.0822]	8
ENSG00000066084	16	91.292	0.07397201	0.04861005	0.10713504	DIP2B	(0.0414,0.0822]	8
ENSG00000169641	7	32.733	0.07398211	0.03993305	0.12404904	LUZP1	(0.0414,0.0822]	8
ENSG00000158987	14	78.347	0.07399297	0.04559505	0.11272004	RAPGEF6	(0.0414,0.0822]	8
ENSG00000141425	4	15.837	0.07403085	0.02701905	0.15711903	RPRD1A	(0.0414,0.0822]	8
ENSG00000189167	4	13.313	0.07403541	0.00598905	0.21337603	ZAR1L	(0.0414,0.0822]	8
ENSG00000165443	2	14.444	0.07409432	0.01689005	0.20779103	PHYHIPL	(0.0414,0.0822]	8
ENSG00000107779	5	29.573	0.07415261	0.03768505	0.12902704	BMPR1A	(0.0414,0.0822]	8
ENSG00000270647	11	45.721	0.07417165	0.04317605	0.11832804	TAF15	(0.0414,0.0822]	8
ENSG00000151553	5	42.013	0.07418325	0.04094905	0.12199804	FHIP2A	(0.0414,0.0822]	8
ENSG00000188916	2	16.72	0.07421703	0.02441105	0.15866903	INSYN2A	(0.0414,0.0822]	8
ENSG00000172575	7	41.328	0.07429285	0.04125305	0.12179904	RASGRP1	(0.0414,0.0822]	8
ENSG00000197872	5	19.992	0.07444064	0.03300605	0.14152704	CYRIA	(0.0414,0.0822]	8
ENSG00000138378	10	48.818	0.07444396	0.04173705	0.12160804	STAT4	(0.0414,0.0822]	8
ENSG00000113749	3	9.5629	0.07445441	0.01652305	0.18542603	HRH2	(0.0414,0.0822]	8
ENSG00000123395	1	7.1674	0.07447694	0.01001805	0.20884703	ATG101	(0.0414,0.0822]	8
ENSG00000125848	5	20.217	0.07458375	0.03494805	0.13689704	FLRT3	(0.0414,0.0822]	8
ENSG00000164086	2	12.518	0.0746104	0.02134105	0.17732603	DUSP7	(0.0414,0.0822]	8
ENSG00000204843	17	70.13	0.07462843	0.04569005	0.11546204	DCTN1	(0.0414,0.0822]	8
ENSG00000151276	16	72.742	0.07465317	0.04916505	0.10826904	MAGI1	(0.0414,0.0822]	8
ENSG00000135535	2	10.274	0.07467756	0.00275505	0.24494903	CD164	(0.0414,0.0822]	8
ENSG00000144810	4	18.162	0.07469484	0.03113905	0.14547904	COL8A1	(0.0414,0.0822]	8
ENSG00000101346	2	19.086	0.07471326	0.02225705	0.16481703	POFUT1	(0.0414,0.0822]	8
ENSG00000185219	3	36.509	0.07472236	0.03638505	0.13326704	ZNF445	(0.0414,0.0822]	8
ENSG00000007392	5	23.271	0.07475794	0.03256505	0.14703604	LUC7L	(0.0414,0.0822]	8
ENSG00000131788	4	30.375	0.07478189	0.03173705	0.15583403	PIAS3	(0.0414,0.0822]	8
ENSG00000048991	12	59.332	0.0748102	0.04297005	0.12039304	R3HDM1	(0.0414,0.0822]	8
ENSG00000090520	5	20.3	0.07481601	0.03120705	0.14575604	DNAJB11	(0.0414,0.0822]	8
ENSG00000108309	4	20.683	0.07482629	0.02832305	0.15507203	RUNDC3A	(0.0414,0.0822]	8
ENSG00000154229	9	39.785	0.07488499	0.04237905	0.12121004	PRKCA	(0.0414,0.0822]	8
ENSG00000175305	4	24.267	0.07489122	0.02060805	0.17789903	CCNE2	(0.0414,0.0822]	8
ENSG00000156687	8	43.713	0.07490269	0.04074105	0.12447904	UNC5D	(0.0414,0.0822]	8
ENSG00000168300	4	16.496	0.07490367	0.03026505	0.15060103	PCMTD1	(0.0414,0.0822]	8
ENSG00000132356	7	27.501	0.07496358	0.03417105	0.14141904	PRKAA1	(0.0414,0.0822]	8
ENSG00000131437	7	38.225	0.07497956	0.04091305	0.12469804	KIF3A	(0.0414,0.0822]	8
ENSG00000119715	6	22.831	0.07501972	0.02377305	0.16151803	ESRRB	(0.0414,0.0822]	8
ENSG00000110429	4	31.257	0.07505745	0.03883605	0.12855704	FBXO3	(0.0414,0.0822]	8
ENSG00000143776	18	94.204	0.07508576	0.04831805	0.11113004	CDC42BPA	(0.0414,0.0822]	8
ENSG00000135373	4	21.523	0.07510471	0.02957305	0.15269503	EHF	(0.0414,0.0822]	8
ENSG00000139436	6	44.52	0.07511175	0.04187805	0.12308604	GIT2	(0.0414,0.0822]	8
ENSG00000123576	1	6.3311	0.07516224	0.00019205	0.37466301	ESX1	(0.0414,0.0822]	8
ENSG00000116478	6	29.251	0.07519199	0.02710105	0.16969503	HDAC1	(0.0414,0.0822]	8
ENSG00000110844	7	53.55	0.07522767	0.04058605	0.12784604	PRPF40B	(0.0414,0.0822]	8
ENSG00000143344	8	45.062	0.07529113	0.04182505	0.12451104	RGL1	(0.0414,0.0822]	8
ENSG00000213190	0	2.2007	0.07530382	0.00378505	0.26649502	MLLT11	(0.0414,0.0822]	8
ENSG00000164484	1	10.62	0.07537617	0.01867105	0.17757703	TMEM200A	(0.0414,0.0822]	8
ENSG00000115808	9	43.016	0.07543296	0.04206205	0.12348804	STRN	(0.0414,0.0822]	8
ENSG00000170616	2	7.1363	0.07543429	0.01249105	0.21422403	NA	(0.0414,0.0822]	8
ENSG00000135127	5	31.352	0.07547917	0.03806005	0.13173204	BICDL1	(0.0414,0.0822]	8
ENSG00000141441	8	33.1	0.07556378	0.04174905	0.12415304	GAREM1	(0.0414,0.0822]	8
ENSG00000123094	3	22.212	0.07556692	0.03505905	0.13841704	RASSF8	(0.0414,0.0822]	8
ENSG00000183092	2	19.666	0.07560059	0.02711205	0.15616903	BEGAIN	(0.0414,0.0822]	8
ENSG00000116668	6	44.116	0.07560924	0.03464605	0.13974604	SWT1	(0.0414,0.0822]	8
ENSG00000043462	6	34.711	0.07566215	0.03482505	0.14667104	LCP2	(0.0414,0.0822]	8
ENSG00000144909	7	36.739	0.07567345	0.03983505	0.12885304	OSBPL11	(0.0414,0.0822]	8
ENSG00000148344	0	4.1122	0.07567614	0.00293905	0.26989002	PTGES	(0.0414,0.0822]	8
ENSG00000183117	27	176.83	0.07568368	0.05209804	0.10640604	CSMD1	(0.0414,0.0822]	8
ENSG00000205250	4	18.681	0.07570518	0.02497205	0.16841403	E2F4	(0.0414,0.0822]	8
ENSG00000152620	7	25.297	0.07571112	0.03126305	0.14896604	NADK2	(0.0414,0.0822]	8
ENSG00000096696	24	129.87	0.07572255	0.05129904	0.10688904	DSP	(0.0414,0.0822]	8
ENSG00000106244	4	11.351	0.07572819	0.01610405	0.21346003	PDAP1	(0.0414,0.0822]	8
ENSG00000198408	8	45.749	0.0757338	0.04127005	0.12731504	OGA	(0.0414,0.0822]	8
ENSG00000001167	6	23.288	0.07597256	0.03021705	0.15578203	NFYA	(0.0414,0.0822]	8
ENSG00000142230	1	17.664	0.07597417	0.02752305	0.15784503	SAE1	(0.0414,0.0822]	8
ENSG00000106392	2	13.502	0.07599472	0.02470805	0.16557103	C1GALT1	(0.0414,0.0822]	8
ENSG00000198380	8	42.687	0.07603454	0.03979805	0.12983504	GFPT1	(0.0414,0.0822]	8
ENSG00000213463	1	6.1806	0.07604886	0.00407505	0.23899503	SYNJ2BP	(0.0414,0.0822]	8
ENSG00000187772	2	10.977	0.076051	0.02088905	0.18130003	LIN28B	(0.0414,0.0822]	8
ENSG00000198673	2	8.6602	0.07605236	0.01972605	0.18243903	TAFA2	(0.0414,0.0822]	8
ENSG00000086061	6	21.848	0.07609451	0.03439205	0.14410504	DNAJA1	(0.0414,0.0822]	8
ENSG00000168274	2	2.4522	0.07612876	0.00075005	0.37190201	NA	(0.0414,0.0822]	8
ENSG00000275052	8	39.173	0.07615804	0.03729005	0.13713604	PPP4R3B	(0.0414,0.0822]	8
ENSG00000164362	7	44.829	0.07616288	0.03448805	0.14309504	TERT	(0.0414,0.0822]	8
ENSG00000128059	3	26.167	0.07621634	0.03473705	0.14111604	PPAT	(0.0414,0.0822]	8
ENSG00000092607	4	20.935	0.07626314	0.03387805	0.14478004	TBX15	(0.0414,0.0822]	8
ENSG00000106105	9	39.052	0.07629247	0.04131205	0.12776304	GARS1	(0.0414,0.0822]	8
ENSG00000107331	12	115.33	0.07629837	0.04988705	0.11137404	ABCA2	(0.0414,0.0822]	8
ENSG00000077458	5	21.832	0.07632759	0.02997005	0.15436403	FAM76B	(0.0414,0.0822]	8
ENSG00000143061	13	56.141	0.07634233	0.04413105	0.11993504	IGSF3	(0.0414,0.0822]	8
ENSG00000106484	5	22.503	0.07634357	0.02951305	0.16022603	MEST	(0.0414,0.0822]	8
ENSG00000170881	5	24.006	0.07636567	0.03538505	0.14083804	RNF139	(0.0414,0.0822]	8
ENSG00000118496	6	26.449	0.07637239	0.03855105	0.13342004	FBXO30	(0.0414,0.0822]	8
ENSG00000103056	5	24.618	0.07637952	0.01737805	0.15661103	SMPD3	(0.0414,0.0822]	8
ENSG00000078589	2	6.0481	0.07639318	0.01474805	0.20883603	P2RY10	(0.0414,0.0822]	8
ENSG00000135108	5	33.434	0.07644854	0.03766405	0.13605504	FBXO21	(0.0414,0.0822]	8
ENSG00000159592	6	24.284	0.0764535	0.02815305	0.15311703	GPBP1L1	(0.0414,0.0822]	8
ENSG00000151079	3	14.754	0.07646345	0.02738305	0.16439303	KCNA6	(0.0414,0.0822]	8
ENSG00000164941	12	62.011	0.07652494	0.04147005	0.12838704	INTS8	(0.0414,0.0822]	8
ENSG00000105088	5	17.081	0.07654622	0.03070505	0.15263803	OLFM2	(0.0414,0.0822]	8
ENSG00000105329	6	19.285	0.07654916	0.03296805	0.14772204	TGFB1	(0.0414,0.0822]	8
ENSG00000111266	7	26.193	0.07659688	0.03729605	0.13823004	DUSP16	(0.0414,0.0822]	8
ENSG00000165566	4	12.808	0.07659783	0.01221905	0.20216503	AMER2	(0.0414,0.0822]	8
ENSG00000165156	5	27.376	0.07663337	0.03624605	0.13926504	ZHX1	(0.0414,0.0822]	8
ENSG00000125995	1	3.2077	0.07667579	0.00422805	0.26681902	ROMO1	(0.0414,0.0822]	8
ENSG00000089558	4	42.554	0.07674764	0.04021905	0.13064604	KCNH4	(0.0414,0.0822]	8
ENSG00000137942	7	35.41	0.07681565	0.03650805	0.13966604	FNBP1L	(0.0414,0.0822]	8
ENSG00000014641	2	17.191	0.07683093	0.02578405	0.16372803	MDH1	(0.0414,0.0822]	8
ENSG00000105221	5	25.186	0.07702101	0.03464505	0.14464104	AKT2	(0.0414,0.0822]	8
ENSG00000117298	7	40.905	0.07707775	0.04135805	0.12961504	ECE1	(0.0414,0.0822]	8
ENSG00000151789	3	16.487	0.07715304	0.02622405	0.16607603	ZNF385D	(0.0414,0.0822]	8
ENSG00000184611	13	56.371	0.07719661	0.04767905	0.11753904	KCNH7	(0.0414,0.0822]	8
ENSG00000128463	1	10.843	0.0771983	0.01431405	0.19506403	EMC4	(0.0414,0.0822]	8
ENSG00000111684	3	28.974	0.07719898	0.03416805	0.14685904	LPCAT3	(0.0414,0.0822]	8
ENSG00000131398	4	15.583	0.07720472	0.01684805	0.19196703	KCNC3	(0.0414,0.0822]	8
ENSG00000116580	19	93.287	0.07721082	0.04792505	0.11802504	GON4L	(0.0414,0.0822]	8
ENSG00000113494	3	26.423	0.07723049	0.03385805	0.14564104	PRLR	(0.0414,0.0822]	8
ENSG00000066027	5	27.573	0.07724122	0.03112905	0.15395003	PPP2R5A	(0.0414,0.0822]	8
ENSG00000183530	11	65.619	0.07730362	0.04606005	0.12099904	PRR14L	(0.0414,0.0822]	8
ENSG00000163877	4	18.345	0.07731977	0.02898505	0.16465603	SNIP1	(0.0414,0.0822]	8
ENSG00000163501	3	12.702	0.07733055	0.02115005	0.18027403	IHH	(0.0414,0.0822]	8
ENSG00000158639	3	5.1286	0.07733102	0.00252405	0.39596501	PAGE5	(0.0414,0.0822]	8
ENSG00000196510	5	28.204	0.07733926	0.03623605	0.14091104	ANAPC7	(0.0414,0.0822]	8
ENSG00000162782	10	55.175	0.07734117	0.04332405	0.12675604	TDRD5	(0.0414,0.0822]	8
ENSG00000131435	0	12.373	0.07735452	0.00921605	0.20931603	PDLIM4	(0.0414,0.0822]	8
ENSG00000114166	8	49.044	0.07737578	0.04439405	0.12468004	KAT2B	(0.0414,0.0822]	8
ENSG00000181029	1	3.1383	0.07738223	0.00369105	0.27510002	TRAPPC5	(0.0414,0.0822]	8
ENSG00000115504	16	69.929	0.07740725	0.04896605	0.11614404	EHBP1	(0.0414,0.0822]	8
ENSG00000184575	9	56.863	0.07747406	0.04348405	0.12669204	XPOT	(0.0414,0.0822]	8
ENSG00000182973	7	43.1	0.07747526	0.03932805	0.13480004	CNOT10	(0.0414,0.0822]	8
ENSG00000144278	3	27.251	0.07749611	0.03575905	0.14202204	GALNT13	(0.0414,0.0822]	8
ENSG00000153162	4	22.263	0.07751696	0.02997705	0.15608103	BMP6	(0.0414,0.0822]	8
ENSG00000179335	8	33.595	0.07753901	0.04121905	0.13158704	CLK3	(0.0414,0.0822]	8
ENSG00000127837	4	22.296	0.0775626	0.03041905	0.15765903	AAMP	(0.0414,0.0822]	8
ENSG00000126858	9	44.917	0.07760926	0.04166105	0.13096804	RHOT1	(0.0414,0.0822]	8
ENSG00000187257	6	31.638	0.07762276	0.03903805	0.13618504	RSBN1L	(0.0414,0.0822]	8
ENSG00000126581	4	26.414	0.07766204	0.03351305	0.14815304	BECN1	(0.0414,0.0822]	8
ENSG00000189023	0	0.80152	0.07768299	0.00090905	0.35704901	MAGEB16	(0.0414,0.0822]	8
ENSG00000196365	5	43.017	0.07772734	0.03726505	0.14083704	LONP1	(0.0414,0.0822]	8
ENSG00000072832	3	27.577	0.07775289	0.03680105	0.14066204	CRMP1	(0.0414,0.0822]	8
ENSG00000162624	4	19.357	0.07777258	0.02677405	0.16959403	LHX8	(0.0414,0.0822]	8
ENSG00000143032	2	11.593	0.07780569	0.01741005	0.19390203	BARHL2	(0.0414,0.0822]	8
ENSG00000165694	4	21.846	0.07781271	0.02957405	0.16387903	FRMD7	(0.0414,0.0822]	8
ENSG00000102804	5	32.088	0.07781978	0.03688205	0.14210604	TSC22D1	(0.0414,0.0822]	8
ENSG00000129515	6	27.996	0.07790814	0.03779805	0.14019004	SNX6	(0.0414,0.0822]	8
ENSG00000123124	8	58.197	0.07791479	0.04552805	0.12348304	WWP1	(0.0414,0.0822]	8
ENSG00000143256	2	8.76	0.07801068	0.01333505	0.22596903	PFDN2	(0.0414,0.0822]	8
ENSG00000146592	6	24.675	0.07806041	0.03093605	0.15753703	CREB5	(0.0414,0.0822]	8
ENSG00000139200	3	13.455	0.07809746	0.02544505	0.17209003	PIANP	(0.0414,0.0822]	8
ENSG00000110395	14	43.488	0.07810997	0.04266305	0.12827104	CBL	(0.0414,0.0822]	8
ENSG00000155849	9	47.109	0.07812165	0.04503505	0.12520404	ELMO1	(0.0414,0.0822]	8
ENSG00000169860	2	10.551	0.07817352	0.00540905	0.27493802	P2RY1	(0.0414,0.0822]	8
ENSG00000156858	7	28.15	0.07822587	0.03645105	0.14257804	PRR14	(0.0414,0.0822]	8
ENSG00000189186	1	10.014	0.07827233	0.00478805	0.23459803	DCAF8L2	(0.0414,0.0822]	8
ENSG00000115170	6	26.058	0.07829324	0.03838005	0.13972604	ACVR1	(0.0414,0.0822]	8
ENSG00000088367	8	42.073	0.07834781	0.03342305	0.14752004	EPB41L1	(0.0414,0.0822]	8
ENSG00000101846	2	14.229	0.07835233	0.02017005	0.19528103	STS	(0.0414,0.0822]	8
ENSG00000132613	5	34.001	0.07838177	0.04040305	0.13508104	MTSS2	(0.0414,0.0822]	8
ENSG00000090316	5	20.329	0.07840142	0.03209105	0.15540803	MAEA	(0.0414,0.0822]	8
ENSG00000131143	2	9.2578	0.07843435	0.01398505	0.20773303	COX4I1	(0.0414,0.0822]	8
ENSG00000092140	7	41.788	0.07845078	0.03844005	0.13871804	G2E3	(0.0414,0.0822]	8
ENSG00000187239	7	36.626	0.07847115	0.04043705	0.13486904	FNBP1	(0.0414,0.0822]	8
ENSG00000179262	5	19.608	0.07853061	0.03160305	0.15864103	RAD23A	(0.0414,0.0822]	8
ENSG00000198879	7	52.204	0.07854988	0.04355305	0.13000104	SFMBT2	(0.0414,0.0822]	8
ENSG00000157827	9	54.561	0.07857863	0.04554505	0.12557304	FMNL2	(0.0414,0.0822]	8
ENSG00000171862	5	20.753	0.07864916	0.02836905	0.16784503	PTEN	(0.0414,0.0822]	8
ENSG00000162961	2	6.4276	0.07869651	0.00920405	0.24329703	DPY30	(0.0414,0.0822]	8
ENSG00000145819	7	47.615	0.07870464	0.04486205	0.12695104	ARHGAP26	(0.0414,0.0822]	8
ENSG00000065809	12	13.945	0.07872828	0.00512505	0.23881503	FAM107B	(0.0414,0.0822]	8
ENSG00000196482	6	21.142	0.0787392	0.03197805	0.15815103	ESRRG	(0.0414,0.0822]	8
ENSG00000135916	2	12.694	0.07878782	0.02368105	0.17592003	ITM2C	(0.0414,0.0822]	8
ENSG00000176406	10	82.159	0.07881334	0.04234705	0.12905204	RIMS2	(0.0414,0.0822]	8
ENSG00000136758	11	40.665	0.07886654	0.04311105	0.13178504	YME1L1	(0.0414,0.0822]	8
ENSG00000173436	0	5.1243	0.07886696	0.00120105	0.30042602	MICOS10	(0.0414,0.0822]	8
ENSG00000198157	1	4.0843	0.07889859	0.00021805	0.40202801	HMGN5	(0.0414,0.0822]	8
ENSG00000151615	3	8.1955	0.07891158	0.00861905	0.25317502	POU4F2	(0.0414,0.0822]	8
ENSG00000152601	4	21.528	0.07891399	0.02948105	0.18563503	MBNL1	(0.0414,0.0822]	8
ENSG00000005893	3	12.096	0.07891515	0.01080005	0.25011202	LAMP2	(0.0414,0.0822]	8
ENSG00000102271	4	20.996	0.07896115	0.02690005	0.17552903	KLHL4	(0.0414,0.0822]	8
ENSG00000162981	0	7.1198	0.07897426	0.00594205	0.25099202	LRATD1	(0.0414,0.0822]	8
ENSG00000123358	5	22.183	0.07901086	0.03297605	0.15440303	NR4A1	(0.0414,0.0822]	8
ENSG00000172057	0	5.0629	0.07902465	0.00735005	0.23728903	ORMDL3	(0.0414,0.0822]	8
ENSG00000168734	0	2.0634	0.07905262	0.00477405	0.27405902	PKIG	(0.0414,0.0822]	8
ENSG00000236104	4	15.797	0.07907257	0.03246405	0.15860203	ZBTB22	(0.0414,0.0822]	8
ENSG00000114554	15	88.063	0.07912938	0.05103004	0.11685504	PLXNA1	(0.0414,0.0822]	8
ENSG00000162630	2	16.141	0.0792112	0.03017505	0.16338103	B3GALT2	(0.0414,0.0822]	8
ENSG00000094880	5	36.402	0.07921138	0.03869005	0.14162104	CDC23	(0.0414,0.0822]	8
ENSG00000198576	3	15.802	0.07923157	0.02726405	0.17006703	ARC	(0.0414,0.0822]	8
